Date,Price,Open,High,Low,Vol.,Change %
"Jan 01, 2019",3809.4,3709.5,3814.3,3664.4,469.11K,2.69%
"Jan 02, 2019",3873.8,3809.7,3894.8,3768.1,554.47K,1.69%
"Jan 03, 2019",3780.1,3874.1,3875.8,3753,450.32K,-2.42%
"Jan 04, 2019",3802.7,3780.5,3823.9,3720,488.70K,0.60%
"Jan 05, 2019",3785.4,3802.8,3846.7,3769,468.45K,-0.46%
"Jan 06, 2019",4004.1,3785.7,4034.1,3758.5,529.89K,5.78%
"Jan 07, 2019",3985.9,4004.3,4028,3945.5,500.88K,-0.45%
"Jan 08, 2019",3971,3985.8,4070.5,3943.1,514.08K,-0.37%
"Jan 09, 2019",3978,3971,4014.2,3957.5,473.42K,0.17%
"Jan 10, 2019",3603.7,3978.9,4007.7,3562.1,697.31K,-9.41%
"Jan 11, 2019",3616.5,3603.3,3655.7,3563.1,551.64K,0.35%
"Jan 12, 2019",3597.2,3616.6,3633.9,3561.3,435.06K,-0.53%
"Jan 13, 2019",3490.2,3597.3,3617.6,3473.2,452.79K,-2.98%
"Jan 14, 2019",3638.1,3490.4,3672,3490.4,539.93K,4.24%
"Jan 15, 2019",3571.3,3637.5,3660.8,3545.7,544.85K,-1.84%
"Jan 16, 2019",3588,3570.6,3644.1,3561.4,487.34K,0.47%
"Jan 17, 2019",3626.4,3588.1,3636.7,3554.8,525.10K,1.07%
"Jan 18, 2019",3605.6,3626.3,3627.9,3575.7,488.16K,-0.57%
"Jan 19, 2019",3677.8,3605.8,3715.2,3604.1,537.06K,2.00%
"Jan 20, 2019",3542.3,3676.2,3699.1,3503.9,563.31K,-3.68%
"Jan 21, 2019",3536.7,3542.7,3561.4,3505.4,394.17K,-0.16%
"Jan 22, 2019",3580.1,3536.9,3607.9,3465.2,447.70K,1.23%
"Jan 23, 2019",3561.5,3580.1,3608.3,3532.8,445.87K,-0.52%
"Jan 24, 2019",3574.3,3561.4,3587,3539.7,428.60K,0.36%
"Jan 25, 2019",3572,3574.3,3582.6,3542.2,448.89K,-0.06%
"Jan 26, 2019",3570.9,3572,3652.5,3556.1,432.55K,-0.03%
"Jan 27, 2019",3555.6,3570.9,3583.2,3509.2,464.02K,-0.43%
"Jan 28, 2019",3442.8,3555.8,3561.2,3395.7,620.85K,-3.17%
"Jan 29, 2019",3414.8,3442.8,3450.1,3368.2,585.46K,-0.81%
"Jan 30, 2019",3460,3414.6,3479,3394.2,600.25K,1.32%
"Jan 31, 2019",3437.2,3460,3484.7,3427,477.07K,-0.66%
"Feb 01, 2019",3467.9,3437.7,3485.7,3415.3,481.58K,0.90%
"Feb 02, 2019",3502.5,3467.9,3514.5,3447.8,443.60K,1.00%
"Feb 03, 2019",3459.1,3502.3,3507.8,3431.3,451.66K,-1.24%
"Feb 04, 2019",3462.8,3459,3479.7,3437.1,503.92K,0.11%
"Feb 05, 2019",3468.4,3463,3485.9,3450.3,460.95K,0.16%
"Feb 06, 2019",3404.3,3468.5,3478,3383.9,514.21K,-1.85%
"Feb 07, 2019",3397.7,3404.9,3421.8,3390.3,471.36K,-0.20%
"Feb 08, 2019",3661.7,3397.3,3721.1,3382.5,699.23K,7.77%
"Feb 09, 2019",3661.4,3661.6,3675.3,3633.2,454.80K,-0.01%
"Feb 10, 2019",3679,3661,3680.6,3617.1,501.90K,0.48%
"Feb 11, 2019",3631.8,3678.8,3681.1,3623.8,517.28K,-1.28%
"Feb 12, 2019",3632,3631.8,3656.4,3594.4,545.82K,0.01%
"Feb 13, 2019",3611.5,3632,3663.5,3599.2,558.02K,-0.56%
"Feb 14, 2019",3592.6,3611.5,3624.5,3580.2,498.14K,-0.52%
"Feb 15, 2019",3604.7,3592.6,3648.3,3581.4,516.21K,0.34%
"Feb 16, 2019",3616.8,3604.7,3641.9,3599.7,485.63K,0.34%
"Feb 17, 2019",3664.2,3616.8,3689.9,3607.9,580.51K,1.31%
"Feb 18, 2019",3896,3664.2,3903.7,3655.1,933.15K,6.33%
"Feb 19, 2019",3914.3,3896.4,3993.8,3863.7,1.44M,0.47%
"Feb 20, 2019",3972.4,3914.3,3983.6,3881.2,698.01K,1.48%
"Feb 21, 2019",3936.6,3972,4011.5,3909.2,668.16K,-0.90%
"Feb 22, 2019",3965.2,3937.4,3983.1,3931.7,649.55K,0.73%
"Feb 23, 2019",4120.4,3965.2,4152.6,3939.4,727.85K,3.91%
"Feb 24, 2019",3755.2,4120.5,4194.2,3738.7,977.78K,-8.86%
"Feb 25, 2019",3833.7,3755.7,3870.7,3753.8,765.87K,2.09%
"Feb 26, 2019",3810.3,3833.5,3845.5,3775,2.09M,-0.61%
"Feb 27, 2019",3814.6,3810.3,3836.4,3701.9,2.82M,0.11%
"Feb 28, 2019",3816.6,3814.6,3883.7,3783.3,2.31M,0.05%
"Mar 01, 2019",3821.9,3816.7,3855.8,3816.4,1.74M,0.14%
"Mar 02, 2019",3823.1,3821.9,3843.2,3783.6,1.61M,0.03%
"Mar 03, 2019",3809.5,3823.2,3836.6,3789.7,1.51M,-0.36%
"Mar 04, 2019",3715.9,3809.7,3828.4,3681.8,2.85M,-2.45%
"Mar 05, 2019",3857.2,3715.9,3873.2,3705.7,3.82M,3.80%
"Mar 06, 2019",3863,3857.2,3887.3,3816.7,2.52M,0.15%
"Mar 07, 2019",3875.1,3863.1,3907.4,3847.9,2.60M,0.32%
"Mar 08, 2019",3865.9,3875.1,3929,3810.7,2.96M,-0.24%
"Mar 09, 2019",3944.3,3865.6,3964,3859.7,2.48M,2.03%
"Mar 10, 2019",3915.2,3944.4,3944.5,3889.2,1.89M,-0.74%
"Mar 11, 2019",3870.3,3915.2,3935.5,3842.4,3.19M,-1.15%
"Mar 12, 2019",3886,3870.3,3900.1,3817.1,2.90M,0.41%
"Mar 13, 2019",3865.1,3885.9,3894.7,3847.4,2.28M,-0.54%
"Mar 14, 2019",3879,3865.1,3914.7,3828.4,2.86M,0.36%
"Mar 15, 2019",3924.3,3879,3935.7,3874.8,3.11M,1.17%
"Mar 16, 2019",4006.4,3924.4,4050.6,3923.7,3.46M,2.09%
"Mar 17, 2019",3981.5,4006.4,4009.8,3956.3,1.87M,-0.62%
"Mar 18, 2019",3990.2,3981.5,4032.3,3958.5,2.62M,0.22%
"Mar 19, 2019",4017,3990.2,4029.9,3972.4,2.99M,0.67%
"Mar 20, 2019",4041.2,4017,4050,3985.3,3.18M,0.60%
"Mar 21, 2019",3982.2,4041.2,4064,3923.8,3.88M,-1.46%
"Mar 22, 2019",3990.4,3982.2,4005.7,3971.8,2.83M,0.21%
"Mar 23, 2019",4002.5,3990.4,4018.2,3980.8,2.00M,0.30%
"Mar 24, 2019",3994.7,4002.6,4005.7,3967,2.04M,-0.20%
"Mar 25, 2019",3937,3994.8,4000.5,3897.9,2.86M,-1.44%
"Mar 26, 2019",3942.8,3937.1,3950.7,3899.9,2.53M,0.15%
"Mar 27, 2019",4041.7,3942.8,4043.3,3936.2,2.78M,2.51%
"Mar 28, 2019",4025.6,4041.7,4041.7,4008.4,2.11M,-0.40%
"Mar 29, 2019",4102.2,4025.7,4123.1,4022.6,3.30M,1.90%
"Mar 30, 2019",4111.8,4103.7,4138.1,4057.1,2.55M,0.23%
"Mar 31, 2019",4102.3,4111.8,4121.9,4082.2,2.43M,-0.23%
"Apr 01, 2019",4145.1,4102.3,4159.1,4076.8,3.22M,1.04%
"Apr 02, 2019",4859.3,4145.1,4899.6,4143.5,14.77M,17.23%
"Apr 03, 2019",4968.7,4859.3,5278.4,4814,13.83M,2.25%
"Apr 04, 2019",4902.4,4968.7,5042.5,4789.2,1.05M,-1.33%
"Apr 05, 2019",5010.2,4902.5,5029.4,4888.3,851.72K,2.20%
"Apr 06, 2019",5046.2,5010,5198.4,4947.9,952.18K,0.72%
"Apr 07, 2019",5173.6,5046.1,5219.5,5033.7,841.27K,2.53%
"Apr 08, 2019",5245.2,5173.5,5300.6,5060.5,928.23K,1.38%
"Apr 09, 2019",5158.4,5245,5245.9,5095.2,784.62K,-1.65%
"Apr 10, 2019",5307.8,5158.4,5404.1,5142.9,837.51K,2.89%
"Apr 11, 2019",5022.6,5307.7,5337,4948,943.49K,-5.37%
"Apr 12, 2019",5054.2,5022.7,5080.5,4889.2,779.14K,0.63%
"Apr 13, 2019",5051.8,5054.2,5093.4,5011.6,577.16K,-0.05%
"Apr 14, 2019",5134.8,5052,5153.5,5010.7,566.38K,1.64%
"Apr 15, 2019",5032.3,5135.1,5168,4964.2,688.20K,-2.00%
"Apr 16, 2019",5180.9,5031.4,5198.4,5014.4,631.05K,2.95%
"Apr 17, 2019",5208.3,5182.1,5230.9,5165.5,806.52K,0.53%
"Apr 18, 2019",5264.7,5208.3,5293.1,5205,727.97K,1.08%
"Apr 19, 2019",5241,5264.8,5282.4,5192.1,787.09K,-0.45%
"Apr 20, 2019",5290.2,5241,5327,5240.2,782.32K,0.94%
"Apr 21, 2019",5243.5,5290.2,5308.2,5189.8,811.41K,-0.88%
"Apr 22, 2019",5346.7,5248.2,5370.2,5170.2,920.77K,1.97%
"Apr 23, 2019",5511.6,5346.5,5594.4,5291.4,900.00K,3.08%
"Apr 24, 2019",5415.6,5511.2,5589.6,5346.8,994.04K,-1.74%
"Apr 25, 2019",5209.1,5415.6,5528.2,5137.4,955.36K,-3.81%
"Apr 26, 2019",5298.3,5209.2,5469.3,5159.3,1.03M,1.71%
"Apr 27, 2019",5265.9,5298.2,5318.1,5225.4,833.13K,-0.61%
"Apr 28, 2019",5302.3,5265.7,5332.5,5234.4,681.41K,0.69%
"Apr 29, 2019",5235,5302.4,5322.9,5188.9,775.82K,-1.27%
"Apr 30, 2019",5320.8,5235.4,5336.6,5195.9,697.42K,1.64%
"May 01, 2019",5384.2,5321.1,5396.3,5319.5,623.64K,1.19%
"May 02, 2019",5493.8,5384.6,5530.8,5370,722.23K,2.04%
"May 03, 2019",5766.8,5493.6,5844.2,5478.7,1.04M,4.97%
"May 04, 2019",5830.9,5768,5899.2,5605,920.61K,1.11%
"May 05, 2019",5774.9,5830.8,5838.2,5708.2,709.02K,-0.96%
"May 06, 2019",5745.1,5775.1,5801.4,5630.5,755.39K,-0.52%
"May 07, 2019",5849.5,5745.5,6019.8,5745.5,955.88K,1.82%
"May 08, 2019",5990.3,5849.4,6011.3,5799.1,757.13K,2.41%
"May 09, 2019",6191.5,5990.5,6206,5990,799.96K,3.36%
"May 10, 2019",6386,6194.3,6466.6,6157.8,907.94K,3.14%
"May 11, 2019",7190.3,6386.6,7373.8,6386.5,1.31M,12.59%
"May 12, 2019",6984.8,7190,7518.9,6802.6,1.35M,-2.86%
"May 13, 2019",7806,6984.7,8058.3,6893.1,1.20M,11.76%
"May 14, 2019",7994.6,7806.4,8323.9,7674,1.33M,2.42%
"May 15, 2019",8164.6,7994.8,8225.3,7856.5,1.13M,2.13%
"May 16, 2019",7871.8,8164.8,8293.3,7720.4,1.18M,-3.59%
"May 17, 2019",7359.5,7871.9,7924,6998.6,1.43M,-6.51%
"May 18, 2019",7262.6,7359.9,7458.5,7189.4,865.53K,-1.32%
"May 19, 2019",8157.2,7261.9,8253.4,7252.3,1.08M,12.32%
"May 20, 2019",7965.3,8156.4,8156.4,7604,958.81K,-2.35%
"May 21, 2019",7930.3,7965,8056.8,7813.2,804.88K,-0.44%
"May 22, 2019",7635.7,7928.7,7999,7545.9,821.40K,-3.72%
"May 23, 2019",7852.1,7637.2,7939.1,7486.8,815.14K,2.83%
"May 24, 2019",7970.1,7852.8,8124.1,7775.4,868.47K,1.50%
"May 25, 2019",8027.4,7971.4,8090.1,7919.1,691.27K,0.72%
"May 26, 2019",8630.2,8029.6,8718.6,7866.5,872.12K,7.51%
"May 27, 2019",8760.1,8628.9,8902.8,8607.3,907.96K,1.51%
"May 28, 2019",8716.3,8759.4,8794.1,8568.8,763.20K,-0.50%
"May 29, 2019",8647.8,8715.6,8747.2,8435.3,15.43M,-0.79%
"May 30, 2019",8271.9,8647.8,9045.9,8054.7,1.04M,-4.35%
"May 31, 2019",8558.3,8271.4,8578.8,8135,858.41K,3.46%
"Jun 01, 2019",8545.7,8556.9,8615.8,8454,686.75K,-0.15%
"Jun 02, 2019",8728.6,8545.8,8807.7,8534.8,614.54K,2.14%
"Jun 03, 2019",8124.8,8728.6,8734.9,8102.7,739.45K,-6.92%
"Jun 04, 2019",7685.5,8118.1,8118.1,7494,966.95K,-5.41%
"Jun 05, 2019",7779.1,7685.6,7885,7590.4,762.94K,1.22%
"Jun 06, 2019",7784.9,7779.6,7861.4,7480.4,651.82K,0.08%
"Jun 07, 2019",7985.2,7785.8,8099.4,7749.4,588.87K,2.57%
"Jun 08, 2019",7901.4,7985.3,8044.4,7770.5,485.81K,-1.05%
"Jun 09, 2019",7635,7901.6,7937.5,7516.9,554.48K,-3.37%
"Jun 10, 2019",7987.8,7635,8012.8,7523.6,641.38K,4.62%
"Jun 11, 2019",7888,7987.8,8010.4,7714.5,579.00K,-1.25%
"Jun 12, 2019",8133.1,7888,8198.1,7805.8,607.89K,3.11%
"Jun 13, 2019",8219,8132.4,8306.1,8028.6,574.21K,1.06%
"Jun 14, 2019",8656.1,8218.6,8685.3,8153.2,643.17K,5.32%
"Jun 15, 2019",8812.5,8655.8,8856.7,8582.3,608.69K,1.81%
"Jun 16, 2019",8962.5,8812.2,9332,8771.1,849.77K,1.70%
"Jun 17, 2019",9318.8,8961,9438.1,8959.8,738.80K,3.98%
"Jun 18, 2019",9080.6,9318.9,9336.1,8962.7,723.17K,-2.56%
"Jun 19, 2019",9255.4,9080.7,9295.1,9044,587.57K,1.93%
"Jun 20, 2019",9517,9255,9583.9,9188.4,693.62K,2.83%
"Jun 21, 2019",10179.3,9517.7,10184.3,9517.4,769.12K,6.96%
"Jun 22, 2019",10721.7,10178.1,11160.5,10031.3,1.09M,5.33%
"Jun 23, 2019",10897.1,10721.5,11361.3,10557.8,683.79K,1.64%
"Jun 24, 2019",11046.4,10897.3,11114.4,10622.6,566.96K,1.37%
"Jun 25, 2019",11809.9,11046.6,11833.9,11033.7,781.09K,6.91%
"Jun 26, 2019",13063.8,11811.6,13929.8,11747.3,1.48M,10.62%
"Jun 27, 2019",11287.8,13062.4,13422,10493.5,1.59M,-13.59%
"Jun 28, 2019",12409.1,11288.4,12461.8,10970.5,1.09M,9.93%
"Jun 29, 2019",11906.5,12408,12422.9,11490.8,834.62K,-4.05%
"Jun 30, 2019",10818.6,11906,12179.3,10765.4,880.77K,-9.14%
"Jul 01, 2019",10616.6,10821.4,11254.5,10041.6,1.04M,-1.87%
"Jul 02, 2019",10835.9,10615.5,10923.5,9728.5,1.12M,2.07%
"Jul 03, 2019",11900.8,10835.9,11931.8,10835.9,998.73K,9.83%
"Jul 04, 2019",11163.1,11899.3,11948,11087.1,840.34K,-6.20%
"Jul 05, 2019",10970.2,11159.7,11381.8,10810.3,772.67K,-1.73%
"Jul 06, 2019",11268,10969.8,11650.2,10967.9,688.96K,2.71%
"Jul 07, 2019",11415.9,11267.9,11524.6,11108.1,601.93K,1.31%
"Jul 08, 2019",12252.6,11415.8,12332.3,11304.8,695.60K,7.33%
"Jul 09, 2019",12541.5,12250.6,12772.9,12111.2,847.84K,2.36%
"Jul 10, 2019",12110.6,12542.8,13134.4,11594.9,1.11M,-3.44%
"Jul 11, 2019",11342.3,12111.6,12111.6,11029,943.13K,-6.34%
"Jul 12, 2019",11762.1,11343.7,11881.4,11109.8,738.17K,3.70%
"Jul 13, 2019",11364.9,11762.8,11798.4,10839.4,747.71K,-3.38%
"Jul 14, 2019",10200.1,11364.3,11448.7,10128.9,840.76K,-10.25%
"Jul 15, 2019",10845.9,10199.9,11064.7,9885.4,956.52K,6.33%
"Jul 16, 2019",9424.8,10844,11019.5,9375.3,1.05M,-13.10%
"Jul 17, 2019",9723.2,9425.1,9983.6,9082.6,1.03M,3.17%
"Jul 18, 2019",10651.4,9723.1,10787.1,9390,974.49K,9.55%
"Jul 19, 2019",10571.5,10651.6,10758.4,10160.7,727.79K,-0.75%
"Jul 20, 2019",10826.7,10571.9,11155.6,10462,668.94K,2.41%
"Jul 21, 2019",10714.4,10827,10883.8,10442.5,562.17K,-1.04%
"Jul 22, 2019",10412.5,10715.1,10806.3,10196.5,591.27K,-2.82%
"Jul 23, 2019",9888.7,10412.8,10414.7,9865.4,663.38K,-5.03%
"Jul 24, 2019",9804.3,9887.2,9945.3,9584,639.54K,-0.85%
"Jul 25, 2019",9945.3,9804.7,10203.5,9776.6,545.85K,1.44%
"Jul 26, 2019",9831,9945.2,10436.1,9724.2,493.75K,-1.15%
"Jul 27, 2019",9492.1,9830.4,10232.3,9389.1,661.89K,-3.45%
"Jul 28, 2019",9727.8,9491.1,9798.5,9401.1,518.59K,2.48%
"Jul 29, 2019",9580.9,9728.5,9835.4,9502.5,510.90K,-1.51%
"Jul 30, 2019",9580.7,9580,9703,9483,511.51K,0.00%
"Jul 31, 2019",10082,9580.3,10100,9562.4,589.84K,5.23%
"Aug 01, 2019",10380,10081.9,10459,9890.6,608.37K,2.96%
"Aug 02, 2019",10520.1,10380.5,10664.8,10330.5,578.29K,1.35%
"Aug 03, 2019",10815.7,10519.9,10893.6,10504.5,508.75K,2.81%
"Aug 04, 2019",10934.6,10816.1,11017.7,10568.8,585.71K,1.10%
"Aug 05, 2019",11816.8,10934.8,11922.3,10934.8,769.63K,8.07%
"Aug 06, 2019",11480.9,11817.6,12291.9,11237,807.58K,-2.84%
"Aug 07, 2019",12013.9,11481,12114.5,11406.4,702.85K,4.64%
"Aug 08, 2019",12191.6,12015.9,12236.6,11727,592.15K,1.48%
"Aug 09, 2019",12089.8,12190,12225.3,11885,558.72K,-0.84%
"Aug 10, 2019",11314.5,12090.5,12185,11281.6,570.74K,-6.41%
"Aug 11, 2019",11517.2,11314.6,11728.4,11146.1,435.83K,1.79%
"Aug 12, 2019",11394.2,11505.1,11508.6,11267.3,391.08K,-1.07%
"Aug 13, 2019",10892.9,11395,11445.6,10793.2,540.78K,-4.40%
"Aug 14, 2019",10049.4,10894.2,10894.5,9965.5,745.59K,-7.74%
"Aug 15, 2019",10303.4,10053.3,10448.2,9580.1,930.05K,2.53%
"Aug 16, 2019",10335.6,10300.9,10734,9788.6,798.67K,0.31%
"Aug 17, 2019",10218.1,10335.5,10460.7,10016.3,497.77K,-1.14%
"Aug 18, 2019",10312.7,10219.3,10494.9,10086.7,441.11K,0.93%
"Aug 19, 2019",10910.7,10312.8,10923.9,10267.8,519.01K,5.80%
"Aug 20, 2019",10752.6,10911.2,10941.6,10581,515.47K,-1.45%
"Aug 21, 2019",10141.5,10753.3,10797.8,9908,717.65K,-5.68%
"Aug 22, 2019",10105,10141.1,10218.2,9777,520.75K,-0.36%
"Aug 23, 2019",10388.7,10104.9,10434.3,9921.4,436.26K,2.81%
"Aug 24, 2019",10131,10389.4,10415.9,9917.5,463.85K,-2.48%
"Aug 25, 2019",10136.3,10132.1,10307,9935.2,422.53K,0.05%
"Aug 26, 2019",10371.8,10136,10568.2,10136,568.77K,2.32%
"Aug 27, 2019",10184.8,10372.2,10387.6,10060.2,419.81K,-1.80%
"Aug 28, 2019",9729.4,10184.7,10271.3,9629.6,580.29K,-4.47%
"Aug 29, 2019",9491,9729.1,9729.1,9343,509.13K,-2.45%
"Aug 30, 2019",9585.4,9494.1,9675.7,9370.2,413.92K,0.99%
"Aug 31, 2019",9594.4,9585.5,9677.5,9457.3,311.49K,0.09%
"Sep 01, 2019",9729.3,9594.7,9799.5,9533.6,322.66K,1.41%
"Sep 02, 2019",10348.8,9728.8,10431.5,9720.3,542.79K,6.37%
